Master Subject ID,Primary Key,Occurred Date,Location,Subject Sex,Subject Race,Subject Race Ethnicity,X Coordinate,Y Coordinate,Council District,County Code,Zip Code,Census Tract,County Description
459891007: 20203331145,20203331145,11/28/2020 12:00:00 AM,1600 BLOCK CROSSING PL,F,B,Black,3123267,10058748,3,1,78741,23.27,TRAVIS COUNTY
459891007: 20203600867,20203600867,12/25/2020 12:00:00 AM,6121 PONCA ST,F,B,Black,3129090,10060184,3,1,78741,23.27,TRAVIS COUNTY
459891013: 202091773,202091773,01/09/2020 12:00:00 AM,400 W 5TH ST,M,B,Black,3113093,10070764,9,1,78701,11,TRAVIS COUNTY
459891305: 2020990007,2020990007,04/08/2020 12:00:00 AM,7240 NORTHEAST DR,F,B,Black,3133506,10090908,1,1,78723,21.12,TRAVIS COUNTY
459891829: 2020120219,2020120219,01/12/2020 12:00:00 AM,9515 N LAMAR BLVD,M,W,Hispanic,3128694,10106147,4,1,78753,410,TRAVIS COUNTY
459891830: 2020120219,2020120219,01/12/2020 12:00:00 AM,9515 N LAMAR BLVD,M,W,White,3128694,10106147,4,1,78753,410,TRAVIS COUNTY
459891845: 2020130930,2020130930,01/13/2020 12:00:00 AM,3017 S IH 35 SVRD NB,M,W,Hispanic,3114042,10055537,3,1,78741,23,TRAVIS COUNTY
459891974: 2020140013,2020140013,01/14/2020 12:00:00 AM,1700 PAYTON GIN RD,M,W,Hispanic,3122039,10106187,4,1,78758,407,TRAVIS COUNTY
459892156: 2020141100,2020141100,01/14/2020 12:00:00 AM,5017 W US 290 HWY SVRD EB,F,B,Black,3089335,10057792,8,1,78749,321,TRAVIS COUNTY
459892249: 2020120157,2020120157,01/12/2020 12:00:00 AM,300 E 6TH ST,F,B,Hispanic,3115155,10070604,9,1,78701,11,TRAVIS COUNTY
459892250: 2020120157,2020120157,01/12/2020 12:00:00 AM,300 E 6TH ST,M,B,Black,3115155,10070604,9,1,78701,11,TRAVIS COUNTY
459892251: 2020120157,2020120157,01/12/2020 12:00:00 AM,300 E 6TH ST,F,B,Black,3115155,10070604,9,1,78701,11,TRAVIS COUNTY
459892836: 2020381490,2020381490,02/07/2020 12:00:00 AM,E 43RD ST / RED RIVER ST,M,B,Black,3120904,10083491,9,1,78751,3,TRAVIS COUNTY
459892930: 2020161546,2020161546,01/16/2020 12:00:00 AM,9414 N LAMAR BLVD,M,W,White,3127650,10106327,4,1,78758,406,TRAVIS COUNTY
459893396: 2020180192,2020180192,01/18/2020 12:00:00 AM,611 E 6TH ST,M,B,Black,3116228,10070024,9,1,78701,11,TRAVIS COUNTY
459893526: 2020200114,2020200114,01/20/2020 12:00:00 AM,6400 BLOCK WOODHUE DR,M,W,Hispanic,3097879,10047188,2,1,78745,24,TRAVIS COUNTY
459893690: 2020201861,2020201861,01/20/2020 12:00:00 AM,12407 N MOPAC EXPY SVRD NB,M,B,Black,3125641,10125366,7,1,78758,422,TRAVIS COUNTY
459893871: 2020180094,2020180094,01/18/2020 12:00:00 AM,709 W 22ND ST,M,W,White,3113172,10076882,9,1,78705,6,TRAVIS COUNTY
459893941: 2020201312,2020201312,01/20/2020 12:00:00 AM,401 LITTLE TEXAS LN,M,W,White,3105494,10046033,2,1,78745,24.43,TRAVIS COUNTY
459894530: 2020220174,2020220174,01/22/2020 12:00:00 AM,E RIVERSIDE DR / WICKERSHAM LN,M,W,Hispanic,3121685,10057945,3,1,78741,23.14,TRAVIS COUNTY
459895458: 2020260057,2020260057,01/26/2020 12:00:00 AM,E 6TH ST / TRINITY ST,M,W,White,3115416,10070416,9,1,78701,11,TRAVIS COUNTY
459895464: 2020260276,2020260276,01/26/2020 12:00:00 AM,402 E 6TH ST,M,B,Black,3115522,10070515,9,1,78701,11,TRAVIS COUNTY
459895465: 2020260276,2020260276,01/26/2020 12:00:00 AM,402 E 6TH ST,F,B,Black,3115522,10070515,9,1,78701,11,TRAVIS COUNTY
459895467: 2020260276,2020260276,01/26/2020 12:00:00 AM,402 E 6TH ST,F,B,Black,3115522,10070515,9,1,78701,11,TRAVIS COUNTY
459895468: 2020260260,2020260260,01/26/2020 12:00:00 AM,E 6TH ST / TRINITY ST,M,W,Hispanic,3115416,10070416,9,1,78701,11,TRAVIS COUNTY
459895512: 2020260215,2020260215,01/26/2020 12:00:00 AM,611 NECHES ST,M,W,Hispanic,3115916,10070553,9,1,78701,11,TRAVIS COUNTY
459895576: 2020241677,2020241677,01/24/2020 12:00:00 AM,1515 GROVE BLVD,M,W,Hispanic,3126360,10057548,3,1,78741,23.25,TRAVIS COUNTY
459895594: 2020260246,2020260246,01/26/2020 12:00:00 AM,700 W 6TH ST,M,W,Hispanic,3112123,10071481,9,1,78701,11,TRAVIS COUNTY
459895595: 2020260246,2020260246,01/26/2020 12:00:00 AM,700 W 6TH ST,M,W,White,3112123,10071481,9,1,78701,11,TRAVIS COUNTY
459895596: 2020260246,2020260246,01/26/2020 12:00:00 AM,700 W 6TH ST,M,W,Hispanic,3112123,10071481,9,1,78701,11,TRAVIS COUNTY
459895607: 2020240695,2020240695,01/24/2020 12:00:00 AM,8900 BLOCK BURLESON RD,M,W,White,3135162,10037812,2,1,78719,9800,TRAVIS COUNTY
459895907: 2020260503,2020260503,01/26/2020 12:00:00 AM,6507 MOONGLOW DR,M,W,White,3145128,10082083,1,1,78724,22.13,TRAVIS COUNTY
459895942: 2020270725,2020270725,01/27/2020 12:00:00 AM,6305 CAMERON RD,M,W,Hispanic,3128819,10090096,1,1,78723,21,TRAVIS COUNTY
459896089: 2020271237,2020271237,01/27/2020 12:00:00 AM,5300 BLOCK FENCE ROW,M,W,White,3117504,10045412,2,1,78744,24.47,TRAVIS COUNTY
459896119: 2020271579,2020271579,01/27/2020 12:00:00 AM,7600 ED BLUESTEIN BLVD SVRD SB,M,W,White,3136892,10090985,1,1,78723,21.13,TRAVIS COUNTY
459896516: 2020260246,2020260246,01/26/2020 12:00:00 AM,700 W 6TH ST,M,W,Hispanic,3112123,10071481,9,1,78701,11,TRAVIS COUNTY
459897411: 2020310083,2020310083,01/31/2020 12:00:00 AM,422 E 6TH ST,M,B,Black,3115731,10070453,9,1,78701,11,TRAVIS COUNTY
459897412: 2020301989,2020301989,01/30/2020 12:00:00 AM,600 NECHES ST,M,B,Black,3115742,10070344,9,1,78701,11,TRAVIS COUNTY
459897994: 2020311582,2020311582,01/31/2020 12:00:00 AM,500 BLOCK W WILLIAM CANNON DR,F,B,Black,3101558,10044440,2,1,78745,24.44,TRAVIS COUNTY
459898175: 2020340063,2020340063,02/03/2020 12:00:00 AM,2410 E RIVERSIDE DR,M,W,Hispanic,3120442,10059515,3,1,78741,23,TRAVIS COUNTY
459898419: 2020350079,2020350079,02/04/2020 12:00:00 AM,11600 RESEARCH BLVD SVRD NB,M,B,Black,3112203,10123811,6,1,78759,325,TRAVIS COUNTY
459899189: 2020361592,2020361592,02/05/2020 12:00:00 AM,500 E 7TH ST,M,W,White,3115952,10070759,9,1,78701,11,TRAVIS COUNTY
459899370: 2020370685,2020370685,02/06/2020 12:00:00 AM,13000 S IH 35 SB,M,W,Hispanic,3095307,10013868,5,1,78747,24,TRAVIS COUNTY
459899809: 20201710800,20201710800,06/19/2020 12:00:00 AM,1100 MEARNS MEADOW BLVD,M,B,Hispanic,3126829,10107999,4,1,78758,409,TRAVIS COUNTY
459899809: 20202110463,20202110463,07/29/2020 12:00:00 AM,7900 BLOCK SALT SPRINGS DR,M,B,Hispanic,3114669,10031794,2,1,78744,24.39,TRAVIS COUNTY
459899809: 20202220607,20202220607,08/09/2020 12:00:00 AM,8400 PANADERO DR,M,B,Hispanic,3114811,10029569,2,1,78747,24.40,TRAVIS COUNTY
459900131: 2020390953,2020390953,02/08/2020 12:00:00 AM,707 CARPENTER AVE,M,W,Hispanic,3127253,10103690,4,1,78753,431,TRAVIS COUNTY
459900137: 2020391955,2020391955,02/08/2020 12:00:00 AM,W 6TH ST / WEST AVE,M,W,White,3111838,10071507,9,1,78701,11,TRAVIS COUNTY
459900702: 2020390074,2020390074,02/08/2020 12:00:00 AM,414 E 6TH ST,M,W,White,3115646,10070479,9,1,78701,11,TRAVIS COUNTY
459900750: 2020382200,2020382200,02/07/2020 12:00:00 AM,5406 DUVAL ST,M,W,White,3121805,10089117,4,1,78751,15,TRAVIS COUNTY
459901175: 2020770357,2020770357,03/17/2020 12:00:00 AM,6000 CAMERON RD,M,B,Black,3127498,10089088,1,1,78723,21,TRAVIS COUNTY
459901264: 2020580275,2020580275,02/27/2020 12:00:00 AM,416 W 11TH ST,F,W,White,3113513,10073012,9,1,78701,11,TRAVIS COUNTY
459901712: 2020432029,2020432029,02/12/2020 12:00:00 AM,98 SAN JACINTO BLVD,F,W,White,3114513,10068668,9,1,78701,11,TRAVIS COUNTY
459901778: 2020371016,2020371016,02/07/2020 12:00:00 AM,8627 RESEARCH BLVD SVRD NB,M,W,Hispanic,3121674,10105472,4,1,78758,401,TRAVIS COUNTY
459902027: 2020441046,2020441046,02/13/2020 12:00:00 AM,9608 TEA ROSE TRL,F,W,Hispanic,3082855,10040426,5,1,78748,317,TRAVIS COUNTY
459902038: 20201511043,20201511043,05/30/2020 12:00:00 AM,1817 E OLTORF ST,F,W,White,3116626,10057547,3,1,78741,23,TRAVIS COUNTY
459902209: 2020380135,2020380135,02/07/2020 12:00:00 AM,600 NECHES ST,F,W,Hispanic,3115742,10070344,9,1,78701,11,TRAVIS COUNTY
459902509: 20201360173,20201360173,05/15/2020 12:00:00 AM,E 30TH ST / COLE ST,F,B,Black,3119818,10078207,9,1,78705,4,TRAVIS COUNTY
459902509: 20201780111,20201780111,06/26/2020 12:00:00 AM,5501 S IH 35 SVRD NB,F,B,Black,3108814,10045827,2,1,78744,24.19,TRAVIS COUNTY
459902590: 20201270792,20201270792,05/06/2020 12:00:00 AM,500 E 7TH ST,M,B,Black,3115952,10070759,9,1,78701,11,TRAVIS COUNTY
459902776: 2020461871,2020461871,02/15/2020 12:00:00 AM,701 E STASSNEY LN,M,W,White,3106651,10045935,3,1,78745,24.43,TRAVIS COUNTY
459902778: 2020461915,2020461915,02/15/2020 12:00:00 AM,300 E 6TH ST,F,W,White,3115155,10070604,9,1,78701,11,TRAVIS COUNTY
459902785: 2020470360,2020470360,02/16/2020 12:00:00 AM,400 E 6TH ST,M,W,Hispanic,3115491,10070521,9,1,78701,11,TRAVIS COUNTY
459902793: 2020470229,2020470229,02/16/2020 12:00:00 AM,500 TRINITY ST,M,W,White,3115296,10070097,9,1,78701,11,TRAVIS COUNTY
459902807: 2020471924,2020471924,02/16/2020 12:00:00 AM,4501 E RIVERSIDE DR,M,W,Hispanic,3121153,10058007,3,1,78741,23.14,TRAVIS COUNTY
459903197: 2020440099,2020440099,02/13/2020 12:00:00 AM,214 E 6TH ST,M,B,Black,3115019,10070660,9,1,78701,11,TRAVIS COUNTY
459903252: 20201091294,20201091294,04/18/2020 12:00:00 AM,4424 GAINES RANCH LOOP,M,W,White,3091113,10060983,8,1,78735,19.14,TRAVIS COUNTY
459903373: 20203111577,20203111577,11/06/2020 12:00:00 AM,3421 N IH 35 SVRD NB,M,W,White,3121106,10079808,9,1,78722,4,TRAVIS COUNTY
459903531: 2020491639,2020491639,02/18/2020 12:00:00 AM,515 W BEN WHITE BLVD EB,M,W,Hispanic,3106286,10055391,3,1,78704,20,TRAVIS COUNTY
459903766: 2020500789,2020500789,02/19/2020 12:00:00 AM,1508 MONTOPOLIS DR,M,B,Black,3127718,10056671,3,1,78741,23.25,TRAVIS COUNTY
459903766: 20201380906,20201380906,05/17/2020 12:00:00 AM,710 E BEN WHITE BLVD WB,M,B,Black,3110268,10052996,3,1,78704,23.22,TRAVIS COUNTY
459903818: 2020670925,2020670925,03/07/2020 12:00:00 AM,4115 S CONGRESS AVE,M,W,White,3107908,10053745,3,1,78745,24,TRAVIS COUNTY
459903958: 2020501730,2020501730,02/19/2020 12:00:00 AM,916 E KOENIG LN WB,F,B,Black,3124037,10090565,4,1,78752,15,TRAVIS COUNTY
459904937: 2020641430,2020641430,03/04/2020 12:00:00 AM,1200 BARBARA JORDAN BLVD,M,W,White,3124571,10085297,9,1,78723,3,TRAVIS COUNTY
459905034: 2020751384,2020751384,03/15/2020 12:00:00 AM,9300 S IH 35 SVRD SB,F,W,Hispanic,3100423,10033116,5,1,78748,24.37,TRAVIS COUNTY
459905213: 2020470110,2020470110,02/16/2020 12:00:00 AM,E 6TH ST / NECHES ST,M,W,Hispanic,3115762,10070320,9,1,78701,11,TRAVIS COUNTY
459905399: 2020552184,2020552184,02/24/2020 12:00:00 AM,8624 FIRESIDE DR,M,B,Black,3119623,10107283,7,1,78757,405,TRAVIS COUNTY
459905511: 2020551992,2020551992,02/24/2020 12:00:00 AM,5306 GUADALUPE ST,M,A,Asian,3118939,10090045,9,1,78751,3,TRAVIS COUNTY
459905714: 2020561291,2020561291,02/25/2020 12:00:00 AM,710 W CESAR CHAVEZ ST,F,I,American Indian,3111497,10069982,9,1,78701,12,TRAVIS COUNTY
459905809: 2020570001,2020570001,02/26/2020 12:00:00 AM,400 E 6TH ST,F,B,Black,3115491,10070521,9,1,78701,11,TRAVIS COUNTY
459905824: 2020570121,2020570121,02/26/2020 12:00:00 AM,411 E 6TH ST,M,W,Hispanic,3115554,10070290,9,1,78701,11,TRAVIS COUNTY
459906357: 2020572069,2020572069,02/26/2020 12:00:00 AM,1905 W SLAUGHTER LN,M,W,Hispanic,3089867,10035714,5,1,78748,319,TRAVIS COUNTY
459906364: 2020580093,2020580093,02/27/2020 12:00:00 AM,10000 N LAMAR BLVD,M,W,Hispanic,3128495,10107901,4,1,78758,409,TRAVIS COUNTY
459906749: 2020582075,2020582075,02/27/2020 12:00:00 AM,E 9TH ST / RED RIVER ST,M,B,Black,3116401,10071252,9,1,78701,11,TRAVIS COUNTY
459907075: 2020581187,2020581187,02/27/2020 12:00:00 AM,300 E 6TH ST,M,W,White,3115155,10070604,9,1,78701,11,TRAVIS COUNTY
459908084: 2020580838,2020580838,02/27/2020 12:00:00 AM,1208 TARTAN LN,M,W,White,3133759,10103218,4,1,78753,416,TRAVIS COUNTY
459908138: 20203191486,20203191486,11/14/2020 12:00:00 AM,2313 RIO GRANDE ST,M,W,White,3113617,10077874,9,1,78705,6,TRAVIS COUNTY
459908371: 20201001230,20201001230,04/09/2020 12:00:00 AM,12407 N MOPAC EXPY SVRD NB,M,B,Black,3125641,10125366,7,1,78758,422,TRAVIS COUNTY
459909402: 2020661621,2020661621,03/06/2020 12:00:00 AM,6300 CAMERON RD,F,W,Hispanic,3128402,10089982,1,1,78723,21,TRAVIS COUNTY
459909602: 2020680210,2020680210,03/08/2020 12:00:00 AM,402 E 6TH ST,M,W,Hispanic,3115522,10070515,9,1,78701,11,TRAVIS COUNTY
459909603: 20203581473,20203581473,12/23/2020 12:00:00 AM,COLORADO ST / W 3RD ST,M,W,White,3113591,10069840,9,1,78701,11,TRAVIS COUNTY
459909614: 2020680306,2020680306,03/08/2020 12:00:00 AM,900 N IH 35 SVRD SB,M,W,Hispanic,3117057,10071179,9,1,78701,11,TRAVIS COUNTY
459909653: 20202220985,20202220985,08/09/2020 12:00:00 AM,715 E 8TH ST,F,W,White,3116884,10070627,9,1,78701,11,TRAVIS COUNTY
459909956: 2020661352,2020661352,03/06/2020 12:00:00 AM,11601 CENTURY OAKS TER,F,W,White,3118850,10119965,7,1,78758,454,TRAVIS COUNTY
459910763: 2020680133,2020680133,03/08/2020 12:00:00 AM,300 E 6TH ST,M,W,Hispanic,3115155,10070604,9,1,78701,11,TRAVIS COUNTY
459910845: 2020680081,2020680081,03/08/2020 12:00:00 AM,11501 ROCK ROSE AVE,M,B,Black,3119546,10119175,7,1,78758,454,TRAVIS COUNTY
459911031: 2020641724,2020641724,03/04/2020 12:00:00 AM,10300 N IH 35 NB,M,M,Middle Eastern,3132563,10107307,1,1,78753,416,TRAVIS COUNTY
459911035: 20201531592,20201531592,06/01/2020 12:00:00 AM,1800 S IH 35 SVRD SB,F,W,White,3116055,10060749,9,1,78704,14,TRAVIS COUNTY
459911201: 2020650117,2020650117,03/05/2020 12:00:00 AM,403 E 6TH ST,M,W,White,3115469,10070315,9,1,78701,11,TRAVIS COUNTY
459911302: 2020721375,2020721375,03/12/2020 12:00:00 AM,835 W RUNDBERG LN,M,W,Hispanic,3127461,10105644,4,1,78758,406,TRAVIS COUNTY
459911313: 2020721282,2020721282,03/12/2020 12:00:00 AM,2508 E RIVERSIDE DR,F,W,Hispanic,3120959,10059177,3,1,78741,23,TRAVIS COUNTY
459911360: 2020721518,2020721518,03/12/2020 12:00:00 AM,2501 WICKERSHAM LN,F,W,White,3120206,10054679,3,1,78741,23.13,TRAVIS COUNTY
459911373: 20201521554,20201521554,05/31/2020 12:00:00 AM,1030 NORWOOD PARK BLVD,M,B,Black,3129997,10096983,4,1,78753,403,TRAVIS COUNTY
459911631: 2020740229,2020740229,03/14/2020 12:00:00 AM,500 TRINITY ST,M,W,Hispanic,3115296,10070097,9,1,78701,11,TRAVIS COUNTY
459911821: 2020741937,2020741937,03/14/2020 12:00:00 AM,1804 W RUNDBERG LN,M,W,Hispanic,3122457,10108606,4,1,78758,407,TRAVIS COUNTY
459911880: 2020751419,2020751419,03/15/2020 12:00:00 AM,4404 E OLTORF ST,M,W,Hispanic,3119889,10055969,3,1,78741,23.14,TRAVIS COUNTY
459912282: 2020860448,2020860448,03/26/2020 12:00:00 AM,1920 E RIVERSIDE DR,M,W,Hispanic,3119174,10061567,3,1,78741,23,TRAVIS COUNTY
459912382: 2020770188,2020770188,03/17/2020 12:00:00 AM,2101 BURTON DR,F,W,White,3118036,10057924,3,1,78741,23.15,TRAVIS COUNTY
459912382: 20201080096,20201080096,04/17/2020 12:00:00 AM,2101 BURTON DR,F,W,White,3118036,10057924,3,1,78741,23.15,TRAVIS COUNTY
459912886: 20201450185,20201450185,05/24/2020 12:00:00 AM,601 RIO GRANDE ST,M,W,White,3112256,10071442,9,1,78701,11,TRAVIS COUNTY
459912909: 2020690251,2020690251,03/17/2020 12:00:00 AM,1601 ROYAL CREST DR,F,W,Hispanic,3118667,10060221,3,1,78741,23.16,TRAVIS COUNTY
459913031: 2020760868,2020760868,03/16/2020 12:00:00 AM,6900 BRODIE LN,M,W,Hispanic,3087290,10051111,8,1,78749,321,TRAVIS COUNTY
459913045: 20201411184,20201411184,05/20/2020 12:00:00 AM,4600 SUBURBAN DR,F,W,White,3107125,10051042,3,1,78745,24,TRAVIS COUNTY
459913388: 20202721316,20202721316,09/28/2020 12:00:00 AM,400 S CONGRESS AVE,F,A,Asian,3112999,10066700,9,1,78704,13.11,TRAVIS COUNTY
459913754: 20202590357,20202590357,09/15/2020 12:00:00 AM,12912 ESPLANADE ST,M,W,Hispanic,3129643,10126829,7,1,78727,452,TRAVIS COUNTY
459913850: 2020801038,2020801038,03/20/2020 12:00:00 AM,1101 BARBARA JORDAN BLVD,M,W,Hispanic,3123981,10085318,9,1,78723,3,TRAVIS COUNTY
459913937: 2020821179,2020821179,03/22/2020 12:00:00 AM,3600 PRESIDENTIAL BLVD,M,W,Hispanic,3138851,10047302,2,1,78719,9800,TRAVIS COUNTY
459913939: 2020821156,2020821156,03/22/2020 12:00:00 AM,502 W LONGSPUR BLVD,F,W,Hispanic,3129506,10107050,4,1,78753,410,TRAVIS COUNTY
459914437: 2020811064,2020811064,03/21/2020 12:00:00 AM,222 WEST AVE,M,W,Hispanic,3111413,10070442,9,1,78701,12,TRAVIS COUNTY
459914745: 20201700819,20201700819,06/18/2020 12:00:00 AM,2601 PENNY LN,F,W,White,3117517,10106105,7,1,78757,404,TRAVIS COUNTY
459915711: 2020870678,2020870678,03/27/2020 12:00:00 AM,11807 ARGONNE FOREST TRL,M,W,Hispanic,3106604,10128469,10,1,78759,327,TRAVIS COUNTY
459915754: 2020871353,2020871353,03/27/2020 12:00:00 AM,4200 JACKSON AVE,F,W,Hispanic,3110032,10088194,10,1,78731,1,TRAVIS COUNTY
459915966: 20203471501,20203471501,12/12/2020 12:00:00 AM,1000 E 5TH ST,M,W,White,3117671,10069478,3,1,78702,9,TRAVIS COUNTY
459915983: 2020870938,2020870938,03/27/2020 12:00:00 AM,5700 TAPADERA TRACE LN,F,W,Hispanic,3113197,10129720,6,1,78727,342,TRAVIS COUNTY
459916918: 2020921121,2020921121,04/01/2020 12:00:00 AM,7800 NORTHCROSS DR,F,I,American Indian,3115529,10103081,7,1,78757,404,TRAVIS COUNTY
459917689: 20202701187,20202701187,09/26/2020 12:00:00 AM,1000 BLOCK RUTHERFORD LN,F,W,Hispanic,3129457,10098196,4,1,78753,403,TRAVIS COUNTY
459917689: 20202940870,20202940870,10/20/2020 12:00:00 AM,201 W 2ND ST,F,W,Hispanic,3113410,10069434,9,1,78701,11,TRAVIS COUNTY
459917905: 2020971138,2020971138,04/06/2020 12:00:00 AM,6619 N IH 35 SVRD NB,M,B,Black,3125769,10092777,4,1,78752,434,TRAVIS COUNTY
459918232: 20202500835,20202500835,09/06/2020 12:00:00 AM,1400 BLOCK CLEARFIELD DR,F,W,White,3122290,10103516,4,1,78758,401,TRAVIS COUNTY
459918575: 20201000186,20201000186,04/09/2020 12:00:00 AM,1201 W 38TH ST,F,W,White,3113183,10084130,10,1,78705,2,TRAVIS COUNTY
459918839: 20201010111,20201010111,04/10/2020 12:00:00 AM,2302 DURWOOD ST,F,B,Black,3109823,10061145,9,1,78704,13.12,TRAVIS COUNTY
459919024: 20201011567,20201011567,04/11/2020 12:00:00 AM,1015 E 32ND ST,M,W,Hispanic,3119978,10078689,9,1,78705,4,TRAVIS COUNTY
459919125: 20201031408,20201031408,04/12/2020 12:00:00 AM,1903 WILLOW CREEK DR,M,W,Hispanic,3119359,10058388,3,1,78741,23.16,TRAVIS COUNTY
459919197: 20203250492,20203250492,11/20/2020 12:00:00 AM,2200 S PLEASANT VALLEY RD,M,W,Hispanic,3119913,10057599,3,1,78741,23.16,TRAVIS COUNTY
459919426: 20201040605,20201040605,04/13/2020 12:00:00 AM,3800 ALLEGRO LUGAR,M,W,White,3086654,10052444,8,1,78749,321,TRAVIS COUNTY
459919493: 20201110164,20201110164,04/20/2020 12:00:00 AM,2410 E RIVERSIDE DR,F,B,Black,3120442,10059515,3,1,78741,23,TRAVIS COUNTY
459920209: 20203311047,20203311047,11/27/2020 12:00:00 AM,13689 N US 183 HWY SVRD NB,M,W,White,3097753,10139073,6,2,78729,204,WILLIAMSON COUNTY
459921170: 20201121160,20201121160,04/21/2020 12:00:00 AM,504 BRAMBLE DR,F,W,Hispanic,3103085,10048106,2,1,78745,24.44,TRAVIS COUNTY
459921275: 20201130149,20201130149,04/22/2020 12:00:00 AM,8600 N LAMAR BLVD,M,W,Hispanic,3125710,10102520,4,1,78758,401,TRAVIS COUNTY
459921495: 20201130806,20201130806,04/22/2020 12:00:00 AM,W 3RD ST / NUECES ST,M,W,White,3112222,10070251,9,1,78701,11,TRAVIS COUNTY
459921897: 20201800712,20201800712,06/28/2020 12:00:00 AM,14108 WILLOW TANK DR,F,W,White,3096676,10151555,6,2,78717,203.11,WILLIAMSON COUNTY
459922068: 20201150278,20201150278,04/24/2020 12:00:00 AM,2018 W RUNDBERG LN,F,W,Hispanic,3120991,10109376,4,1,78758,407,TRAVIS COUNTY
459922143: 20201170097,20201170097,04/26/2020 12:00:00 AM,2205 E 7TH ST,M,B,Black,3122278,10068467,3,1,78702,9,TRAVIS COUNTY
459922582: 20202711198,20202711198,09/27/2020 12:00:00 AM,11210 FM 2222 RD,F,W,Hispanic,3079234,10117951,6,1,78726,346,TRAVIS COUNTY
459923304: 20201390919,20201390919,05/18/2020 12:00:00 AM,2901 SAN JACINTO BLVD,F,W,White,3116479,10079618,9,1,78705,5,TRAVIS COUNTY
459923939: 20203360587,20203360587,12/01/2020 12:00:00 AM,5112 S 1ST ST,M,W,Hispanic,3103640,10050800,3,1,78745,20,TRAVIS COUNTY
459924220: 20201261280,20201261280,05/05/2020 12:00:00 AM,2207 LAWNMONT AVE,M,W,White,3114214,10092493,7,1,78756,2,TRAVIS COUNTY
459924220: 20201551145,20201551145,06/03/2020 12:00:00 AM,2207 LAWNMONT AVE,M,W,White,3114214,10092493,7,1,78756,2,TRAVIS COUNTY
459924265: 20201230463,20201230463,05/02/2020 12:00:00 AM,11111 RESEARCH BLVD SVRD NB,M,W,White,3112647,10120689,7,1,78759,325,TRAVIS COUNTY
459924365: 20201241494,20201241494,05/03/2020 12:00:00 AM,8221 N IH 35 SVRD NB,M,B,Black,3128555,10098998,4,1,78753,403,TRAVIS COUNTY
459924488: 20203480200,20203480200,12/13/2020 12:00:00 AM,94 RAINEY ST,F,W,Hispanic,3115774,10068109,9,1,78701,11,TRAVIS COUNTY
459924868: 20201270569,20201270569,05/06/2020 12:00:00 AM,4800 MANOR RD,F,W,White,3131033,10081177,9,1,78723,3,TRAVIS COUNTY
459924931: 20201270885,20201270885,05/06/2020 12:00:00 AM,10515 N MOPAC EXPY SVRD NB,F,W,White,3116532,10115747,7,1,78759,324,TRAVIS COUNTY
459925005: 20201270885,20201270885,05/06/2020 12:00:00 AM,10515 N MOPAC EXPY SVRD NB,M,W,Hispanic,3116532,10115747,7,1,78759,324,TRAVIS COUNTY
459925282: 20201281250,20201281250,05/07/2020 12:00:00 AM,3300 MANOR RD,M,B,Hispanic,3126868,10078022,1,1,78723,3,TRAVIS COUNTY
459925286: 20201281103,20201281103,05/07/2020 12:00:00 AM,1600 GROVE BLVD,F,W,Hispanic,3125983,10057278,3,1,78741,23.25,TRAVIS COUNTY
459925382: 20203171362,20203171362,11/12/2020 12:00:00 AM,2027 W BEN WHITE BLVD SVRD EB,M,B,Black,3099874,10056486,5,1,78745,303,TRAVIS COUNTY
459925639: 20203161245,20203161245,11/11/2020 12:00:00 AM,2200 S IH 35 SVRD SB,F,B,Black,3115233,10059006,9,1,78704,14,TRAVIS COUNTY
459925693: 20201301292,20201301292,05/09/2020 12:00:00 AM,S IH 35 SVRD NB / E ST ELMO RD,M,W,Hispanic,3111605,10050586,2,1,78744,24.11,TRAVIS COUNTY
459925695: 20201310018,20201310018,05/10/2020 12:00:00 AM,6215 BROOKSIDE DR,F,B,Black,3129447,10089623,1,1,78723,21,TRAVIS COUNTY
459925794: 20201311035,20201311035,05/10/2020 12:00:00 AM,6725 CIRCLE S RD,F,B,Black,3103895,10042420,2,1,78745,24.22,TRAVIS COUNTY
459926011: 20203341178,20203341178,11/29/2020 12:00:00 AM,CAMERON RD / CORONA DR,M,W,White,3125871,10087406,4,1,78723,21,TRAVIS COUNTY
459926135: 20201321220,20201321220,05/11/2020 12:00:00 AM,12221 N MOPAC EXPY SVRD NB,M,W,Hispanic,3124418,10123528,7,1,78758,422,TRAVIS COUNTY
459926165: 20201311300,20201311300,05/10/2020 12:00:00 AM,7101 N IH 35 NB,M,B,Black,3125985,10094437,4,1,78752,434,TRAVIS COUNTY
459926191: 20202221003,20202221003,08/09/2020 12:00:00 AM,715 E 8TH ST,M,W,White,3116884,10070627,9,1,78701,11,TRAVIS COUNTY
459926471: 20201331288,20201331288,05/12/2020 12:00:00 AM,500 E 7TH ST,M,W,Hispanic,3115952,10070759,9,1,78701,11,TRAVIS COUNTY
459926583: 20201340153,20201340153,05/13/2020 12:00:00 AM,5812 N IH 35 SVRD SB,M,W,Hispanic,3124866,10089833,4,1,78751,21,TRAVIS COUNTY
459927322: 20201371713,20201371713,05/16/2020 12:00:00 AM,8301 S IH 35 SVRD NB,F,W,White,3102763,10035755,2,1,78744,24.51,TRAVIS COUNTY
459927573: 20201360897,20201360897,05/15/2020 12:00:00 AM,GUADALUPE ST / W 35TH ST,F,U,Unknown,3115200,10082828,9,1,78705,5,TRAVIS COUNTY
