Unique ID,Primary Key,Occurred Date,Occurred Time,Location,GO Sector Name,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Highest Subject Resistance by R2R,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number of Shots,Highest Subject Injury by R2R,Effects Officer Desc,Officer Commission Date,Officer Years of Experience Ranges,Officer Yrs of Service,Officer Organization Desc,X Coordinate,Y Coordinate,Council District,County Code,Zip Code,Census Tract,County Description,Highest R2R Level,Used Firearm(s),Used Impact Weapon(s),Used Taser(s),Used Canine(s),Used Chemical Agent(s),Used PIT(s),Used Weaponless
20202990177338953040AP8674,20202990177,10/25/2020 12:00:00 AM,0219,E 6TH ST / TRINITY ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,338953040: 20202990177,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,3,GEORGE 900 REG I NIGHTS,3115416,10070416,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20202990180459967356AP7804,20202990180,10/25/2020 12:00:00 AM,0222,300 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459967356: 20202990180,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,-,12/12/2014 12:00:00 AM,6 - 10,6,GEORGE 400 REG I EVENING,3115155,10070604,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20202991151459609426AP5672,20202991151,10/25/2020 12:00:00 AM,1810,6100 CAMERON RD,Ida,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459609426: 20202991151,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2006 12:00:00 AM,11 - 15,14,IDA 500 REG I PATROL,3127989,10089523,1,1,78723,21,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20202991151459609426AP8204,20202991151,10/25/2020 12:00:00 AM,1810,6100 CAMERON RD,Ida,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459609426: 20202991151,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/28/2016 12:00:00 AM,1 - 5,4,IDA 400 REG I PATROL,3127989,10089523,1,1,78723,21,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20202991254384046309AP8418,20202991254,10/25/2020 12:00:00 AM,-,3811 E 12TH ST,Charlie,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,384046309: 20202991254,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,CHARLIE 400 REG III PATROL,3130797,10074308,1,1,78721,21,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20202991254384046309AP8428,20202991254,10/25/2020 12:00:00 AM,1905,3811 E 12TH ST,Charlie,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,384046309: 20202991254,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,-,06/23/2017 12:00:00 AM,1 - 5,3,CHARLIE 400 REG III PATROL,3130797,10074308,1,1,78721,21,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20202991390459967426AP4874,20202991390,10/25/2020 12:00:00 AM,2047,2511 W BRAKER LN,Adam,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",23,459967426: 20202991390,2 - Aggressive Resistance,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),-,-,-,-,1,3 - Minor Injury,MINOR INJURY; MINOR INJURY; COMPLAINT OF INJURY/PAIN,11/22/2002 12:00:00 AM,16 - 20,18,ADAM 800 REG II PATROL,3120943,10115263,7,1,78758,454,TRAVIS COUNTY,Level 2,0,0,1,0,0,0,0
20202991390459967426AP5125,20202991390,10/25/2020 12:00:00 AM,2047,2511 W BRAKER LN,Adam,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND REPORTING OFFICER,3,459967426: 20202991390,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2005 12:00:00 AM,16 - 20,15,DWI TEAM 2 REG III HWY ENFORCEMENT,3120943,10115263,7,1,78758,454,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20202991390459967426AP7292,20202991390,10/25/2020 12:00:00 AM,2047,2511 W BRAKER LN,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND REPORTING OFFICER,3,459967426: 20202991390,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,COMPLAINT OF INJURY/PAIN,11/30/2012 12:00:00 AM,6 - 10,8,ADAM 800 REG II PATROL,3120943,10115263,7,1,78758,454,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20202991390459967426AP8980,20202991390,10/25/2020 12:00:00 AM,2047,2511 W BRAKER LN,Adam,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459967426: 20202991390,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,ADAM 800 REG II PATROL,3120943,10115263,7,1,78758,454,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20202991545459846209AP7850,20202991545,10/25/2020 12:00:00 AM,2250,9121 NORTH PLZ,Edward,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459846209: 20202991545,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/20/2015 12:00:00 AM,6 - 10,6,EDWARD 300 REG II PATROL,3131550,10102399,4,1,78753,403,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20202991545459846209AP8916,20202991545,10/25/2020 12:00:00 AM,2250,9121 NORTH PLZ,Edward,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459846209: 20202991545,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,EDWARD 600 EVENINGS REG II PATROL,3131550,10102399,4,1,78753,403,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203000880180367178AP8345,20203000880,10/26/2020 12:00:00 AM,1625,13408 GUARNERE DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,180367178: 20203000880,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,HENRY 300 REG III PATROL,3156432,10035785,2,1,78617,24.53,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203000880180367178AP8354,20203000880,10/26/2020 12:00:00 AM,1625,13408 GUARNERE DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,180367178: 20203000880,3 - Defensive Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),-,-,-,-,1,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,HENRY 300 REG III PATROL,3156432,10035785,2,1,78617,24.53,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,0
20203020717459023480AP8774,20203020717,10/28/2020 12:00:00 AM,1415,N LAMAR BLVD / FAIRFIELD DR,Edward,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459023480: 20203020717,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,09/01/2018 12:00:00 AM,1 - 5,2,EDWARD 400 REG II PATROL,3126221,10102839,4,1,78758,432,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203020918322634297AP8981,20203020918,10/28/2020 12:00:00 AM,1631,7227 E US 290 HWY SVRD EB,Ida,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,322634297: 20203020918,3 - Defensive Resistance,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),-,-,-,2,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,ACADEMY CADET TRAINING REG II,3133402,10090963,1,1,78723,21.12,TRAVIS COUNTY,Level 3,0,0,2,0,0,0,0
20203021117459968578AP8132,20203021117,10/28/2020 12:00:00 AM,1930,4623 ARAPAHOE TRL,David,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459968578: 20203021117,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,07/08/2016 12:00:00 AM,1 - 5,4,DAVID 500 REG IV PATROL,3096854,10054963,5,1,78745,303,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203021117459968578AP8341,20203021117,10/28/2020 12:00:00 AM,1930,4623 ARAPAHOE TRL,David,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459968578: 20203021117,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,DAVID 500 REG IV PATROL,3096854,10054963,5,1,78745,303,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203021221459573277AP7220,20203021221,10/28/2020 12:00:00 AM,2030,800 W 38TH ST,Baker,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459573277: 20203021221,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/23/2012 12:00:00 AM,6 - 10,9,BAKER 400 REG I PATROL,3114440,10084087,9,1,78751,2,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203021240174196622AP8070,20203021240,10/28/2020 12:00:00 AM,2225,1901 W WILLIAM CANNON DR,Frank,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,174196622: 20203021240,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,11/13/2015 12:00:00 AM,1 - 5,5,C.R.A.S.H. COORD RESP ABUSE FOR SAFE HOME,3095214,10046236,5,1,78745,309,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203021240174196622AP8218,20203021240,10/28/2020 12:00:00 AM,-,1901 W WILLIAM CANNON DR,Frank,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,174196622: 20203021240,3 - Defensive Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),-,-,-,-,1,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/28/2016 12:00:00 AM,1 - 5,4,FRANK 700 REG IV PATROL,3095214,10046236,5,1,78745,309,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,0
20203030473301662748AP6305,20203030473,10/29/2020 12:00:00 AM,1010,2551 N IH 35,Out of City,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,301662748: 20203030473,5 - Passive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,-,06/20/2008 12:00:00 AM,11 - 15,12,TACTICAL  INTEL UNIT,3128191,10168799,-,2,78665,215.13,WILLIAMSON COUNTY,Level 3,0,0,0,0,0,0,1
20203030701459968772AP4839,20203030701,10/29/2020 12:00:00 AM,1409,8101 SAN FELIPE BLVD,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459968772: 20203030701,5 - Passive Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),-,-,-,-,1,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,11/22/2002 12:00:00 AM,16 - 20,18,ADAM 200 REG II PATROL,3104075,10132370,6,2,78729,204,WILLIAMSON COUNTY,Level 3,0,0,1,0,0,0,0
20203030701459968772AP7431,20203030701,10/29/2020 12:00:00 AM,1345,8101 SAN FELIPE BLVD,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459968772: 20203030701,5 - Passive Resistance,CHEMICAL AGENT - O C SPRAY,-,-,-,-,1,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/22/2013 12:00:00 AM,6 - 10,8,ADAM 200 REG II PATROL,3104075,10132370,6,2,78729,204,WILLIAMSON COUNTY,Level 3,0,0,0,0,1,0,0
20203031023384042023AP9057,20203031023,10/29/2020 12:00:00 AM,-,5310 BURNET RD,Baker,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,384042023: 20203031023,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/27/2020 12:00:00 AM,1 - 5,1,BAKER 500 REG I PATROL,3114516,10092216,7,1,78756,2,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20203031366254943272AP8672,20203031366,10/29/2020 12:00:00 AM,2207,2201 PERRY AVE,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,254943272: 20203031366,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,3,DAVID 800 REG IV PATROL,3107417,10062703,9,1,78704,13.12,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20203031366254943272AP9259,20203031366,10/29/2020 12:00:00 AM,2207,2201 PERRY AVE,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,254943272: 20203031366,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,0,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/19/2020 12:00:00 AM,<1,0,ACADEMY CADET TRAINING REG II,3107417,10062703,9,1,78704,13.12,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20203040160459182776AP5187,20203040160,10/30/2020 12:00:00 AM,0258,607 TRINITY ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459182776: 20203040160,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/18/2004 12:00:00 AM,16 - 20,16,GEORGE 900 REG I NIGHTS,3115550,10070621,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203040160459182776AP6451,20203040160,10/30/2020 12:00:00 AM,-,607 TRINITY ST,George,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459182776: 20203040160,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/02/2009 12:00:00 AM,11 - 15,12,PROPERTY CRIME TASK FORCE,3115550,10070621,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203040160459182776AP7849,20203040160,10/30/2020 12:00:00 AM,0258,607 TRINITY ST,George,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459182776: 20203040160,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/20/2015 12:00:00 AM,6 - 10,6,GEORGE 900 REG I NIGHTS,3115550,10070621,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203040506217383171AP7517,20203040506,10/30/2020 12:00:00 AM,0959,11902 N IH 35 SVRD SB,Edward,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,217383171: 20203040506,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,05/17/2013 12:00:00 AM,6 - 10,7,EDWARD 200 REG II PATROL,3135072,10113909,7,1,78753,411,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20203041152168899934AP5618,20203041152,10/30/2020 12:00:00 AM,1809,916 E KOENIG LN WB,Ida,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,168899934: 20203041152,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2006 12:00:00 AM,11 - 15,14,IDA 500 REG I PATROL,3124037,10090565,4,1,78752,15,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203041524314180217AP7616,20203041524,10/30/2020 12:00:00 AM,2236,3200 E CESAR CHAVEZ ST,Charlie,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314180217: 20203041524,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,03/21/2014 12:00:00 AM,6 - 10,7,DWI TEAM 2 REG III HWY ENFORCEMENT,3125282,10065096,3,1,78702,9,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20203041524314180217AP7785,20203041524,10/30/2020 12:00:00 AM,2236,3200 E CESAR CHAVEZ ST,Charlie,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314180217: 20203041524,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,12/12/2014 12:00:00 AM,6 - 10,6,GEORGE 500 REG I EVENING,3125282,10065096,3,1,78702,9,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20203050135170209289AP8526,20203050135,10/31/2020 12:00:00 AM,-,2439 TOWN LAKE CIR,Henry,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,170209289: 20203050135,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,-,12/22/2017 12:00:00 AM,1 - 5,3,FRANK 800 REG IV PATROL,3121104,10060315,3,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203050135170209289AP8590,20203050135,10/31/2020 12:00:00 AM,0140,2439 TOWN LAKE CIR,Henry,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,170209289: 20203050135,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,3,HENRY 800 REG III PATROL,3121104,10060315,3,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203050135170209289AP8783,20203050135,10/31/2020 12:00:00 AM,0144,2439 TOWN LAKE CIR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,170209289: 20203050135,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,MINOR INJURY,09/01/2018 12:00:00 AM,1 - 5,2,FRANK 800 REG IV PATROL,3121104,10060315,3,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203050180182193647AP8063,20203050180,10/31/2020 12:00:00 AM,0202,2320 S IH 35 SVRD SB,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,182193647: 20203050180,1 - Deadly Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,1,3 - Minor Injury,COMPLAINT OF INJURY/PAIN,11/13/2015 12:00:00 AM,1 - 5,5,HENRY 800 REG III PATROL,3114672,10058090,9,1,78704,23.23,TRAVIS COUNTY,Level 2,0,0,1,0,0,0,1
20203050180182193647AP8216,20203050180,10/31/2020 12:00:00 AM,0205,2320 S IH 35 SVRD SB,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,182193647: 20203050180,1 - Deadly Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,10/28/2016 12:00:00 AM,1 - 5,4,HENRY 800 REG III PATROL,3114672,10058090,9,1,78704,23.23,TRAVIS COUNTY,Level 2,0,0,0,0,0,0,1
20203051291459749270AP8413,20203051291,10/31/2020 12:00:00 AM,2054,1620 E RIVERSIDE DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459749270: 20203051291,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,HENRY 600 REGION III PATROL,3118447,10062526,9,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203051291459749270AP8510,20203051291,10/31/2020 12:00:00 AM,2054,1620 E RIVERSIDE DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459749270: 20203051291,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,3,HENRY 600 REGION III PATROL,3118447,10062526,9,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203051291459749270AP8555,20203051291,10/31/2020 12:00:00 AM,2055,1620 E RIVERSIDE DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459749270: 20203051291,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,3,HENRY 600 REGION III PATROL,3118447,10062526,9,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203051291459749270AP9254,20203051291,10/31/2020 12:00:00 AM,2056,1620 E RIVERSIDE DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459749270: 20203051291,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,10/19/2020 12:00:00 AM,<1,0,ACADEMY CADET TRAINING REG II,3118447,10062526,9,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203051373459806553AP7603,20203051373,10/31/2020 12:00:00 AM,2024,13200 N LAMAR BLVD,Edward,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459806553: 20203051373,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/21/2014 12:00:00 AM,6 - 10,7,EDWARD 300 REG II PATROL,3134184,10125622,7,1,78753,421,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203051373459806553AP8241,20203051373,10/31/2020 12:00:00 AM,2024,13200 N LAMAR BLVD,Edward,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND ANOTHER,4,459806553: 20203051373,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/28/2016 12:00:00 AM,1 - 5,4,EDWARD 300 REG II PATROL,3134184,10125622,7,1,78753,421,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
20203060093219815317AP8566,20203060093,11/01/2020 12:00:00 AM,0043,407 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,219815317: 20203060093,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,3,GEORGE 1100 REG I NIGHTS,3115501,10070307,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
20203060093219815317AP8888,20203060093,11/01/2020 12:00:00 AM,0043,407 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,219815317: 20203060093,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,GEORGE 1100 REG I NIGHTS,3115501,10070307,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
